"PS_manual_aug_str,Contact_angle,Thickness_um,Solvent,Solvent_solubility_parameter_Mpa_sqrt,xw_wt_percent,Temp_C,Permeate_pressure_mbar",J_Total_flux_kg_m_2h_1
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|40.0|ipa|23.5|15.0|30|13.3|,0.0537
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|40.0|ipa|23.5|20.0|30|13.3|,0.0732
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|40.0|ipa|23.5|20.0|30|13.3|,0.0732
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|40.0|ipa|23.5|25.0|30|13.3|,0.1031
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|40.0|ipa|23.5|25.0|30|13.3|,0.1031
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|40.0|ipa|23.5|10.0|30|13.3|,0.0731
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|40.0|ipa|23.5|10.0|30|13.3|,0.0731
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|40.0|ipa|23.5|20.0|30|13.3|,0.1079
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|40.0|ipa|23.5|20.0|30|13.3|,0.1079
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|40.0|ipa|23.5|10.0|50|13.3|,0.1274
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|40.0|ipa|23.5|10.0|50|13.3|,0.1274
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|40.0|ipa|23.5|10.0|60|13.3|,0.1659
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|40.0|ipa|23.5|10.0|60|13.3|,0.1659
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|40.0|ipa|23.5|30.0|30|13.3|,0.1669
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|40.0|ipa|23.5|30.0|30|13.3|,0.1669
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|40.0|ipa|23.5|40.0|30|13.3|,0.2152
NC1COC(CO)C(O)C1O.NC1COC(CO)C(O)C1O.CC(C)O|55.1|40.0|ipa|23.5|40.0|30|13.3|,0.2152
O=C(O)C1OCC(O)C(O)C1O.CCO|37.37|1.8|ethanol|26.5|10.0|45|1.0|,0.2783
O=C(O)C1OCC(O)C(O)C1O.CC(C)O|37.37|1.8|ipa|23.5|10.0|45|1.0|,0.3152
C.CO.CCO|74.0|1.8|ethanol|26.5|10.0|45|1.0|,0.4028
CO.C.CCO|74.0|1.8|ethanol|26.5|10.0|45|1.0|,0.4028
O=C(O)C1OCC(O)C(O)C1O.CCCCO|37.37|1.8|n-butanol|23.1|10.0|45|1.0|,0.4765
C.CO.CC(C)O|74.0|1.8|ipa|23.5|10.0|45|1.0|,0.4788
CO.C.CC(C)O|74.0|1.8|ipa|23.5|10.0|45|1.0|,0.4788
C.CO.CCCCO|74.0|1.8|n-butanol|23.1|10.0|45|1.0|,0.624
CO.C.CCCCO|74.0|1.8|n-butanol|23.1|10.0|45|1.0|,0.624
CCC.CC[Si](C)(C)C.CCCCO|100.0|20.0|n-butanol|23.1|98.5|25|2.7|,0.0879
CC[Si](C)(C)C.CCC.CCCCO|100.0|20.0|n-butanol|23.1|98.5|25|2.7|,0.0879
CCC.CC[Si](C)(C)C.CCCCO|100.0|20.0|n-butanol|23.1|98.0|25|2.7|,0.102
CC[Si](C)(C)C.CCC.CCCCO|100.0|20.0|n-butanol|23.1|98.0|25|2.7|,0.102
CCC.CC[Si](C)(C)C.CCCCO|100.0|20.0|n-butanol|23.1|97.0|25|2.7|,0.1596
CC[Si](C)(C)C.CCC.CCCCO|100.0|20.0|n-butanol|23.1|97.0|25|2.7|,0.1596
CCC.CC[Si](C)(C)C.CCCCO|100.0|20.0|n-butanol|23.1|96.5|25|2.7|,0.2003
CC[Si](C)(C)C.CCC.CCCCO|100.0|20.0|n-butanol|23.1|96.5|25|2.7|,0.2003
CCC.CC[Si](C)(C)C.CCCCO|100.0|20.0|n-butanol|23.1|96.0|25|2.7|,0.2466
CC[Si](C)(C)C.CCC.CCCCO|100.0|20.0|n-butanol|23.1|96.0|25|2.7|,0.2466
CCC.CC[Si](C)(C)C.CCCCO|100.0|20.0|n-butanol|23.1|95.5|25|2.7|,0.2972
CC[Si](C)(C)C.CCC.CCCCO|100.0|20.0|n-butanol|23.1|95.5|25|2.7|,0.2972
CCC.CC[Si](C)(C)C.CCCCO|100.0|20.0|n-butanol|23.1|95.0|25|2.7|,0.3646
CC[Si](C)(C)C.CCC.CCCCO|100.0|20.0|n-butanol|23.1|95.0|25|2.7|,0.3646
CCC.CC[Si](C)(C)C.CCCCO|100.0|20.0|n-butanol|23.1|94.5|25|2.7|,0.4348
CC[Si](C)(C)C.CCC.CCCCO|100.0|20.0|n-butanol|23.1|94.5|25|2.7|,0.4348
CCC.CC[Si](C)(C)C.CCCCO|100.0|20.0|n-butanol|23.1|94.0|25|2.7|,0.5191
CC[Si](C)(C)C.CCC.CCCCO|100.0|20.0|n-butanol|23.1|94.0|25|2.7|,0.5191
CCC.CC[Si](C)(C)C.CCCCO|100.0|22.0|n-butanol|23.1|99.0|25|2.7|,0.06
CC[Si](C)(C)C.CCC.CCCCO|100.0|22.0|n-butanol|23.1|99.0|25|2.7|,0.06
CCC.CC[Si](C)(C)C.CCCCO|100.0|22.0|n-butanol|23.1|99.7|25|2.7|,0.124
CC[Si](C)(C)C.CCC.CCCCO|100.0|22.0|n-butanol|23.1|99.7|25|2.7|,0.124
CCC.CC[Si](C)(C)C.CCCCO|100.0|22.0|n-butanol|23.1|94.0|25|2.7|,0.436
CC[Si](C)(C)C.CCC.CCCCO|100.0|22.0|n-butanol|23.1|94.0|25|2.7|,0.436
CCC.CC[Si](C)(C)C.CCCCO|100.0|22.0|n-butanol|23.1|99.7|70|2.7|,0.762
CC[Si](C)(C)C.CCC.CCCCO|100.0|22.0|n-butanol|23.1|99.7|70|2.7|,0.762
CCC.CC[Si](C)(C)C.CCCCO|100.0|22.0|n-butanol|23.1|99.5|70|2.7|,0.831
CC[Si](C)(C)C.CCC.CCCCO|100.0|22.0|n-butanol|23.1|99.5|70|2.7|,0.831
CCC.CC[Si](C)(C)C.CCCCO|100.0|22.0|n-butanol|23.1|99.0|70|2.7|,0.999
CC[Si](C)(C)C.CCC.CCCCO|100.0|22.0|n-butanol|23.1|99.0|70|2.7|,0.999
CCC.CC[Si](C)(C)C.CCCCO|100.0|22.0|n-butanol|23.1|98.5|70|2.7|,1.03
CC[Si](C)(C)C.CCC.CCCCO|100.0|22.0|n-butanol|23.1|98.5|70|2.7|,1.03
CCC.CC[Si](C)(C)C.CCCCO|100.0|22.0|n-butanol|23.1|94.0|70|2.7|,1.512
CC[Si](C)(C)C.CCC.CCCCO|100.0|22.0|n-butanol|23.1|94.0|70|2.7|,1.512
c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.O.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.CC(C)O|87.5|50.0|ipa|23.5|15.0|60|1.0|,0.0082
O=C1NC(=O)c2ccccc21.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.O.c1ccccc1.NC=O.CC(C)O|87.5|50.0|ipa|23.5|15.0|60|1.0|,0.0082
NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.O.c1ccccc1.CC(C)O|87.5|50.0|ipa|23.5|15.0|60|1.0|,0.0082
c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.O.CC(C)O|87.5|50.0|ipa|23.5|15.0|60|1.0|,0.0082
O.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CC(C)O|87.5|50.0|ipa|23.5|15.0|60|1.0|,0.0082
c1ccccc1.O.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.CC(C)O|87.5|50.0|ipa|23.5|15.0|60|1.0|,0.0082
O=C1NC(=O)c2ccccc21.c1ccccc1.O.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.NC=O.CC(C)O|87.5|50.0|ipa|23.5|15.0|60|1.0|,0.0082
NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.O.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CC(C)O|87.5|50.0|ipa|23.5|15.0|60|1.0|,0.0082
c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.O.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.CCO|87.5|50.0|ethanol|26.5|15.0|60|1.0|,0.0085
O=C1NC(=O)c2ccccc21.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.O.c1ccccc1.NC=O.CCO|87.5|50.0|ethanol|26.5|15.0|60|1.0|,0.0085
NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.O.c1ccccc1.CCO|87.5|50.0|ethanol|26.5|15.0|60|1.0|,0.0085
c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.O.CCO|87.5|50.0|ethanol|26.5|15.0|60|1.0|,0.0085
O.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CCO|87.5|50.0|ethanol|26.5|15.0|60|1.0|,0.0085
c1ccccc1.O.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.CCO|87.5|50.0|ethanol|26.5|15.0|60|1.0|,0.0085
O=C1NC(=O)c2ccccc21.c1ccccc1.O.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.NC=O.CCO|87.5|50.0|ethanol|26.5|15.0|60|1.0|,0.0085
NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.O.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CCO|87.5|50.0|ethanol|26.5|15.0|60|1.0|,0.0085
c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.O.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.CCCCO|87.5|50.0|n-butanol|23.1|15.0|60|1.0|,0.0113
O=C1NC(=O)c2ccccc21.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.O.c1ccccc1.NC=O.CCCCO|87.5|50.0|n-butanol|23.1|15.0|60|1.0|,0.0113
NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.O.c1ccccc1.CCCCO|87.5|50.0|n-butanol|23.1|15.0|60|1.0|,0.0113
c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.O.CCCCO|87.5|50.0|n-butanol|23.1|15.0|60|1.0|,0.0113
O.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CCCCO|87.5|50.0|n-butanol|23.1|15.0|60|1.0|,0.0113
c1ccccc1.O.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.CCCCO|87.5|50.0|n-butanol|23.1|15.0|60|1.0|,0.0113
O=C1NC(=O)c2ccccc21.c1ccccc1.O.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.NC=O.CCCCO|87.5|50.0|n-butanol|23.1|15.0|60|1.0|,0.0113
NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.O.c1ccccc1.NC=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CCCCO|87.5|50.0|n-butanol|23.1|15.0|60|1.0|,0.0113
Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.CC(C)O|82.3|50.0|ipa|23.5|15.0|60|1.0|,0.0152
c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.CC(C)O|82.3|50.0|ipa|23.5|15.0|60|1.0|,0.0152
C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CC(C)O|82.3|50.0|ipa|23.5|15.0|60|1.0|,0.0152
c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.CC(C)O|82.3|50.0|ipa|23.5|15.0|60|1.0|,0.0152
O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.CC(C)O|82.3|50.0|ipa|23.5|15.0|60|1.0|,0.0152
C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.CC(C)O|82.3|50.0|ipa|23.5|15.0|60|1.0|,0.0152
O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.CC(C)O|82.3|50.0|ipa|23.5|15.0|60|1.0|,0.0152
Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.CCCCO|82.3|50.0|n-butanol|23.1|15.0|60|1.0|,0.018
c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.CCCCO|82.3|50.0|n-butanol|23.1|15.0|60|1.0|,0.018
C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CCCCO|82.3|50.0|n-butanol|23.1|15.0|60|1.0|,0.018
c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.CCCCO|82.3|50.0|n-butanol|23.1|15.0|60|1.0|,0.018
O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.CCCCO|82.3|50.0|n-butanol|23.1|15.0|60|1.0|,0.018
C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.CCCCO|82.3|50.0|n-butanol|23.1|15.0|60|1.0|,0.018
O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.CCCCO|82.3|50.0|n-butanol|23.1|15.0|60|1.0|,0.018
Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.CCO|82.3|50.0|ethanol|26.5|15.0|60|1.0|,0.019
c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.CCO|82.3|50.0|ethanol|26.5|15.0|60|1.0|,0.019
C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CCO|82.3|50.0|ethanol|26.5|15.0|60|1.0|,0.019
c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.CCO|82.3|50.0|ethanol|26.5|15.0|60|1.0|,0.019
O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.C=O.CCO|82.3|50.0|ethanol|26.5|15.0|60|1.0|,0.019
C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.O=C1NC(=O)c2ccccc21.CCO|82.3|50.0|ethanol|26.5|15.0|60|1.0|,0.019
O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.C.c1ccccc1.Cc1ccccc1.CCO|82.3|50.0|ethanol|26.5|15.0|60|1.0|,0.019
O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CC1CC(C)(C)c2ccccc21.CC(C)O|91.2|50.0|ipa|23.5|15.0|60|1.0|,0.0247
CC1CC(C)(C)c2ccccc21.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CC(C)O|91.2|50.0|ipa|23.5|15.0|60|1.0|,0.0247
c1ccccc1.CC1CC(C)(C)c2ccccc21.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.CC(C)O|91.2|50.0|ipa|23.5|15.0|60|1.0|,0.0247
O=C1NC(=O)c2ccccc21.c1ccccc1.CC1CC(C)(C)c2ccccc21.O=C1NC(=O)c2ccccc21.C=O.CC(C)O|91.2|50.0|ipa|23.5|15.0|60|1.0|,0.0247
C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CC1CC(C)(C)c2ccccc21.O=C1NC(=O)c2ccccc21.CC(C)O|91.2|50.0|ipa|23.5|15.0|60|1.0|,0.0247
O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CC1CC(C)(C)c2ccccc21.CCCCO|91.2|50.0|n-butanol|23.1|15.0|60|1.0|,0.0248
CC1CC(C)(C)c2ccccc21.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CCCCO|91.2|50.0|n-butanol|23.1|15.0|60|1.0|,0.0248
c1ccccc1.CC1CC(C)(C)c2ccccc21.O=C1NC(=O)c2ccccc21.C=O.O=C1NC(=O)c2ccccc21.CCCCO|91.2|50.0|n-butanol|23.1|15.0|60|1.0|,0.0248
O=C1NC(=O)c2ccccc21.c1ccccc1.CC1CC(C)(C)c2ccccc21.O=C1NC(=O)c2ccccc21.C=O.CCCCO|91.2|50.0|n-butanol|23.1|15.0|60|1.0|,0.0248
C=O.O=C1NC(=O)c2ccccc21.c1ccccc1.CC1CC(C)(C)c2ccccc21.O=C1NC(=O)c2ccccc21.CCCCO|91.2|50.0|n-butanol|23.1|15.0|60|1.0|,0.0248
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.99241466|60|1.0|,0.2708
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.99241466|60|1.0|,0.2708
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.99241466|60|1.0|,0.2708
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.99241466|60|1.0|,0.2708
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.99241466|60|1.0|,0.2708
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.99241466|60|1.0|,0.2708
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.96839444|60|1.0|,0.327
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.96839444|60|1.0|,0.327
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.96839444|60|1.0|,0.327
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.96839444|60|1.0|,0.327
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.96839444|60|1.0|,0.327
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.96839444|60|1.0|,0.327
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.9494311|60|1.0|,0.3599
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.9494311|60|1.0|,0.3599
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.9494311|60|1.0|,0.3599
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.9494311|60|1.0|,0.3599
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.9494311|60|1.0|,0.3599
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.9494311|60|1.0|,0.3599
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.80151707|60|1.0|,0.4159
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.80151707|60|1.0|,0.4159
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.80151707|60|1.0|,0.4159
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.80151707|60|1.0|,0.4159
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.80151707|60|1.0|,0.4159
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.80151707|60|1.0|,0.4159
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.89759798|60|1.0|,0.4155
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.89759798|60|1.0|,0.4155
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.89759798|60|1.0|,0.4155
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.89759798|60|1.0|,0.4155
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.89759798|60|1.0|,0.4155
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.89759798|60|1.0|,0.4155
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.98988622|50|1.0|,0.1459
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.98988622|50|1.0|,0.1459
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.98988622|50|1.0|,0.1459
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.98988622|50|1.0|,0.1459
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.98988622|50|1.0|,0.1459
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.98988622|50|1.0|,0.1459
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.8369153|60|1.0|,0.4473
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.8369153|60|1.0|,0.4473
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.8369153|60|1.0|,0.4473
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.8369153|60|1.0|,0.4473
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.8369153|60|1.0|,0.4473
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.8369153|60|1.0|,0.4473
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.69279393|60|1.0|,0.4877
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.69279393|60|1.0|,0.4877
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.69279393|60|1.0|,0.4877
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.69279393|60|1.0|,0.4877
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.69279393|60|1.0|,0.4877
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.69279393|60|1.0|,0.4877
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.59924147|60|1.0|,0.5038
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.59924147|60|1.0|,0.5038
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.59924147|60|1.0|,0.5038
C.CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.CCCCO|89.0|30.0|n-butanol|23.1|99.59924147|60|1.0|,0.5038
O=CO.C.CCCO.O.C=O.NCCCCCCCCCCCC=O.CCCCO|89.0|30.0|n-butanol|23.1|99.59924147|60|1.0|,0.5038
NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.C=O.CCCCO|89.0|30.0|n-butanol|23.1|99.59924147|60|1.0|,0.5038
C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.O.CCCCO|89.0|30.0|n-butanol|23.1|99.96839444|50|1.0|,0.1833
O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCO.CCCCO|89.0|30.0|n-butanol|23.1|99.96839444|50|1.0|,0.1833
CCCO.O.C=O.NCCCCCCCCCCCC=O.O=CO.C.CCCCO|89.0|30.0|n-butanol|23.1|99.96839444|50|1.0|,0.1833
