"Polymer_manual_aug_str,T_K,P_Mpa",exp_CO2_sol_g_g
C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O|393.15|4.61|,0.04122
O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C|393.15|4.61|,0.04122
C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C|393.15|4.61|,0.04122
C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C|393.15|4.61|,0.04122
C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C|393.15|4.61|,0.04122
C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO|393.15|4.61|,0.04122
CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C|393.15|6.2|,0.05578
C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O|393.15|6.2|,0.05578
C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C|393.15|6.2|,0.05578
C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C|393.15|6.2|,0.05578
C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O|393.15|6.2|,0.05578
C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O|393.15|6.2|,0.05578
O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C|393.15|6.2|,0.05578
C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C|393.15|6.2|,0.05578
C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C|393.15|6.2|,0.05578
C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C|393.15|6.2|,0.05578
C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O|393.15|6.2|,0.05578
O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O|393.15|6.2|,0.05578
C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C|393.15|6.2|,0.05578
C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C|393.15|6.2|,0.05578
C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C|393.15|6.2|,0.05578
C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C|393.15|6.2|,0.05578
C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O|393.15|6.2|,0.05578
C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O|393.15|6.2|,0.05578
O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C|393.15|6.2|,0.05578
C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C|393.15|6.2|,0.05578
C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C|393.15|6.2|,0.05578
C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C|393.15|6.2|,0.05578
C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO|393.15|6.2|,0.05578
CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C|393.15|6.681|,0.0602
C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O|393.15|6.681|,0.0602
C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C|393.15|6.681|,0.0602
C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C|393.15|6.681|,0.0602
C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O|393.15|6.681|,0.0602
C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O|393.15|6.681|,0.0602
O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C|393.15|6.681|,0.0602
C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C|393.15|6.681|,0.0602
C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C|393.15|6.681|,0.0602
C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C|393.15|6.681|,0.0602
C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O|393.15|6.681|,0.0602
O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O|393.15|6.681|,0.0602
C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C|393.15|6.681|,0.0602
C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C|393.15|6.681|,0.0602
C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C|393.15|6.681|,0.0602
C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C|393.15|6.681|,0.0602
C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O|393.15|6.681|,0.0602
C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O|393.15|6.681|,0.0602
O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C|393.15|6.681|,0.0602
C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C|393.15|6.681|,0.0602
C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C|393.15|6.681|,0.0602
C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C|393.15|6.681|,0.0602
C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO|393.15|6.681|,0.0602
CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C|393.15|11.997|,0.1084
C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O|393.15|11.997|,0.1084
C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C|393.15|11.997|,0.1084
C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C|393.15|11.997|,0.1084
C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O|393.15|11.997|,0.1084
C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O|393.15|11.997|,0.1084
O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C|393.15|11.997|,0.1084
C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C|393.15|11.997|,0.1084
C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C|393.15|11.997|,0.1084
C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C|393.15|11.997|,0.1084
C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O|393.15|11.997|,0.1084
O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O|393.15|11.997|,0.1084
C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C|393.15|11.997|,0.1084
C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C|393.15|11.997|,0.1084
C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C|393.15|11.997|,0.1084
C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C|393.15|11.997|,0.1084
C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O|393.15|11.997|,0.1084
C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O|393.15|11.997|,0.1084
O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C|393.15|11.997|,0.1084
C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C|393.15|11.997|,0.1084
C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C|393.15|11.997|,0.1084
C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C|393.15|11.997|,0.1084
C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO|393.15|11.997|,0.1084
CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C|393.15|12.46|,0.1127
C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O|393.15|12.46|,0.1127
C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C|393.15|12.46|,0.1127
C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C|393.15|12.46|,0.1127
C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O|393.15|12.46|,0.1127
C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O|393.15|12.46|,0.1127
O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C|393.15|12.46|,0.1127
C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C|393.15|12.46|,0.1127
C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C|393.15|12.46|,0.1127
C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C|393.15|12.46|,0.1127
C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O|393.15|12.46|,0.1127
O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O|393.15|12.46|,0.1127
C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C|393.15|12.46|,0.1127
C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C|393.15|12.46|,0.1127
C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C|393.15|12.46|,0.1127
C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C|393.15|12.46|,0.1127
C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O|393.15|12.46|,0.1127
C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O|393.15|12.46|,0.1127
O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C|393.15|12.46|,0.1127
C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C|393.15|12.46|,0.1127
C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C|393.15|12.46|,0.1127
C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C|393.15|12.46|,0.1127
C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO|393.15|12.46|,0.1127
CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C|393.15|16.024|,0.1423
C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O|393.15|16.024|,0.1423
C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C|393.15|16.024|,0.1423
C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C|393.15|16.024|,0.1423
C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O|393.15|16.024|,0.1423
C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O|393.15|16.024|,0.1423
O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C|393.15|16.024|,0.1423
C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C|393.15|16.024|,0.1423
C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C|393.15|16.024|,0.1423
C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C|393.15|16.024|,0.1423
C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O|393.15|16.024|,0.1423
O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O|393.15|16.024|,0.1423
C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C|393.15|16.024|,0.1423
C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C|393.15|16.024|,0.1423
C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C|393.15|16.024|,0.1423
C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C|393.15|16.024|,0.1423
C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O|393.15|16.024|,0.1423
C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O|393.15|16.024|,0.1423
O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C|393.15|16.024|,0.1423
C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C|393.15|16.024|,0.1423
C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C|393.15|16.024|,0.1423
C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C|393.15|16.024|,0.1423
C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO|393.15|16.024|,0.1423
CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C|393.15|16.548|,0.1467
C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O|393.15|16.548|,0.1467
C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C|393.15|16.548|,0.1467
C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C|393.15|16.548|,0.1467
C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O|393.15|16.548|,0.1467
C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O|393.15|16.548|,0.1467
O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C|393.15|16.548|,0.1467
C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C|393.15|16.548|,0.1467
C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C|393.15|16.548|,0.1467
C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C|393.15|16.548|,0.1467
C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O|393.15|16.548|,0.1467
O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O|393.15|16.548|,0.1467
C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C|393.15|16.548|,0.1467
C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C|393.15|16.548|,0.1467
C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C|393.15|16.548|,0.1467
C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C|393.15|16.548|,0.1467
C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O|393.15|16.548|,0.1467
C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O|393.15|16.548|,0.1467
O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C|393.15|16.548|,0.1467
C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C|393.15|16.548|,0.1467
C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C|393.15|16.548|,0.1467
C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C|393.15|16.548|,0.1467
C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO|393.15|16.548|,0.1467
CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C|393.15|20.036|,0.1741
C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O|393.15|20.036|,0.1741
C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C|393.15|20.036|,0.1741
C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C|393.15|20.036|,0.1741
C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O|393.15|20.036|,0.1741
C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O|393.15|20.036|,0.1741
O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C|393.15|20.036|,0.1741
C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C|393.15|20.036|,0.1741
C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C|393.15|20.036|,0.1741
C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C|393.15|20.036|,0.1741
C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O|393.15|20.036|,0.1741
O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O|393.15|20.036|,0.1741
C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C|393.15|20.036|,0.1741
C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C|393.15|20.036|,0.1741
C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C|393.15|20.036|,0.1741
C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C|393.15|20.036|,0.1741
C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O|393.15|20.036|,0.1741
C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O|393.15|20.036|,0.1741
O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C|393.15|20.036|,0.1741
C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C|393.15|20.036|,0.1741
C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C|393.15|20.036|,0.1741
C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C|393.15|20.036|,0.1741
C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO|393.15|20.036|,0.1741
CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C|423.15|2.102|,0.01451
C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O|423.15|2.102|,0.01451
C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C|423.15|2.102|,0.01451
C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C|423.15|2.102|,0.01451
C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O|423.15|2.102|,0.01451
C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O|423.15|2.102|,0.01451
O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C|423.15|2.102|,0.01451
C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C|423.15|2.102|,0.01451
C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C|423.15|2.102|,0.01451
C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C|423.15|2.102|,0.01451
C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O|423.15|2.102|,0.01451
O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O|423.15|2.102|,0.01451
C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C|423.15|2.102|,0.01451
C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C|423.15|2.102|,0.01451
C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C|423.15|2.102|,0.01451
C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C|423.15|2.102|,0.01451
C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O|423.15|2.102|,0.01451
C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O|423.15|2.102|,0.01451
O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C|423.15|2.102|,0.01451
C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C|423.15|2.102|,0.01451
C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C|423.15|2.102|,0.01451
C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C|423.15|2.102|,0.01451
C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C.CO|423.15|2.102|,0.01451
CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O.C|423.15|2.676|,0.01851
C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C.C=O|423.15|2.676|,0.01851
C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C.C|423.15|2.676|,0.01851
C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O.C|423.15|2.676|,0.01851
C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O.C=O|423.15|2.676|,0.01851
C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C.O|423.15|2.676|,0.01851
O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C.C|423.15|2.676|,0.01851
C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C.C|423.15|2.676|,0.01851
C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C.C|423.15|2.676|,0.01851
C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O.C|423.15|2.676|,0.01851
C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O.O|423.15|2.676|,0.01851
O.C.C.C.C.O.C=O.C.C.C=O.C.CO.C.C.C.C.O.C=O.C.C.C.C.C=O|423.15|2.676|,0.01851
